Title	URL	Assignees	Status	Estimated size	Real size
Homework: Define on Release plan	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/59		Feature Archive		
Am Charts integration	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/28	chrisklg	Feature Archive	2	2
Build Process Review preperation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/20	chrisklg, ddeli, engelharddirk, flo0852, Omega65536	Feature Archive	1	2
First Test with Analysis module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/19	heskil, Omega65536	Feature Archive	3	3
Init the Analysis module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/18	engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	3
Analysis Methods: Rule Based Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/34	flo0852	Feature Archive	3	3
Analysis Methods: Density Based Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/31	chrisklg, engelharddirk	Feature Archive	5	5
Analysis Methods: Time Series Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/35	heskil	Feature Archive	5	5
Analysis Methods: Neural Networks	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/36	ddeli, Omega65536	Feature Archive	8	5
Implement build process for release	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/7	ddeli	Feature Archive	8	8
Decide on Build process steps for release	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/22	ddeli, heskil	Feature Archive	2	2
Landing page with backup data table	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/9	chrisklg, flo0852	Feature Archive	2	2
Initialize Frontend module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/8	chrisklg	Feature Archive	2	2
Create Architecture Diagram	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/10	ddeli	Feature Archive	1	1
Architecture evaluation and decision	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/4	ddeli, engelharddirk, flo0852, heskil	Feature Archive	3	2
Initialize Backend Module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/11	engelharddirk, flo0852	Feature Archive	2	8
Dev Environment Setup	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/3	chrisklg, ddeli, engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	2
Model analysis research	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/5	heskil, Omega65536	Feature Archive	3	2
Concept of build process defined & local build implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/6	engelharddirk	Feature Archive	2	2
Analysis Module: First Time Series Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/51		Product Backlog		
Secure API Endpoints	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/68		Product Backlog		
Bug: Fix local setup for every chip based system (Win, linux,  MacOS intel, MacOS arm)	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/88		Product Backlog		
Analysis Module: Rule Based Alert - Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/82		Product Backlog		
Backend: Alert API - Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/84		Product Backlog		
Frontend: Alert Panel for Backup creation time alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/85		Product Backlog		
Frontend: Alert Panel Component - Deactivate option	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/86		Product Backlog		
Frontend: Email notification reciever list	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/87		Product Backlog		
Analysis Module: First Density Based Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/52		Product Backlog		
Backend: Basic Backup Data API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/46		Product Backlog		
Backup sizes API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/17		Product Backlog		
Import Backup Data	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/16		Product Backlog		
