Title	URL	Assignees	Status	Estimated size	Real size
Backend: Alert Handling	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/72	flo0852	Feature Archive	3	3
Frontend: Blueprint Alert Panel	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/48	flo0852	Feature Archive	3	3
Backend: Backup Size-Timeline API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/29	flo0852, heskil, Omega65536	Feature Archive	5	5
Frontend: Display Backup Size-Timeline 	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/47	chrisklg, engelharddirk, flo0852	Feature Archive	3	3
Being familiar with the Data	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/30	engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	3
Homework: Initialize Glossary	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/57	ddeli	Feature Archive		
Homework: Record and upload build process video	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/53	ddeli, engelharddirk	Feature Archive	2	2
Backend: E-mail notification trigger	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/49	flo0852	Feature Archive	3	3
Unit & Integration Test Implementation Backend	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/45	flo0852	Feature Archive	3	3
Homework: Project Mission	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/56		Feature Archive		
Homework: Define a Project Vision	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/54		Feature Archive		
Homework: Define Definition of Done	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/55		Feature Archive		
Homework: Define on Release plan	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/59		Feature Archive		
Am Charts integration	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/28	chrisklg	Feature Archive	2	2
Build Process Review preperation	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/20	chrisklg, ddeli, engelharddirk, flo0852, Omega65536	Feature Archive	1	2
First Test with Analysis module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/19	heskil, Omega65536	Feature Archive	3	3
Init the Analysis module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/18	engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	3
Analysis Methods: Rule Based Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/34	flo0852	Feature Archive	3	3
Analysis Methods: Density Based Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/31	chrisklg, engelharddirk	Feature Archive	5	5
Analysis Methods: Time Series Analysis	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/35	heskil	Feature Archive	5	5
Analysis Methods: Neural Networks	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/36	ddeli, Omega65536	Feature Archive	8	5
Implement build process for release	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/7	ddeli	Feature Archive	8	8
Decide on Build process steps for release	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/22	ddeli, heskil	Feature Archive	2	2
Landing page with backup data table	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/9	chrisklg, flo0852	Feature Archive	2	2
Initialize Frontend module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/8	chrisklg	Feature Archive	2	2
Create Architecture Diagram	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/10	ddeli	Feature Archive	1	1
Architecture evaluation and decision	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/4	ddeli, engelharddirk, flo0852, heskil	Feature Archive	3	2
Initialize Backend Module	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/11	engelharddirk, flo0852	Feature Archive	2	8
Dev Environment Setup	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/3	chrisklg, ddeli, engelharddirk, flo0852, heskil, Omega65536	Feature Archive	3	2
Model analysis research	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/5	heskil, Omega65536	Feature Archive	3	2
Concept of build process defined & local build implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/6	engelharddirk	Feature Archive	2	2
Times in dump do not exactly match backend Database time	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/115		Product Backlog		
Filter by Backup ID is broken	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/114		Product Backlog		
Replace UUID with Safe Set Name	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/106		Product Backlog		
Github Action: Include Frontend Tests	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/101		Product Backlog		
Analysis Module: Backup Storage Fill Alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/107		Product Backlog		
Backend Module: Alert API - Backup Storage Fill Alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/122		Product Backlog		
Frontend Module: Alert Panel - Backup Storage Fill Alert	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/123		Product Backlog		
Backend Module: Filter backup data by backup tasks id's	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/125		Product Backlog		
Frontend Module: Filter bar chart by backup tasks	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/124		Product Backlog		
Frontend: Email notification reciever list	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/87		Product Backlog		
Backend: Email notification reciever list	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/93		Product Backlog		
Analysis Module: First Density Based Analysis Implemented	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/52		Product Backlog		
Backend: Basic Backup Data API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/46		Product Backlog		
Backup sizes API	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/17		Product Backlog		
Secure API Endpoints	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/68		Product Backlog		
Import Backup Data	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/16		Product Backlog		
How to deal with dates without timezone in Typescript?	https://github.com/amosproj/amos2024ws02-backup-metadata-analyzer/issues/116		Product Backlog		
